,title,rating,date,review
689,Avis Ma French Bank #28,"4,3 sur 5 étoiles",(Évaluation de Anonyme le 21/11/2021),"Ma French Bank est ma banque principale depuis maintenant dix mois. La banque fait parfaitement le boulot et offre les mêmes services que les banques traditionnelles physiques, la seule différence est qu’il est bien plus facile de s’inscrire, créer un compte et faire toute autres actions que dans une banque traditionnelle.En quelques clics et en moins d’une semaine, il est aisément possible d’obtenir un compte, une carte Visa internationale et se connecter à l’application afin de piloter son budget au quotidien : c’est réellement intéressant.Le gros point fort est pour moi la carte Visa internationale qui permet de profiter des retraits et paiements sans frais partout dans le monde, chose que je n’ai pas retrouvé dans les autres banques en ligne.Je suis très satisfait d’avoir rejoint cette banque et je recommande donc Ma French Bank à tous les utilisateurs d’une banque traditionnelle voulant dématérialiser tous les processus."
690,Avis Ma French Bank #27,"4,3 sur 5 étoiles",(Évaluation de Anonyme le 18/11/2021),"J’ai ouvert un compte à Ma French Bank après une recommandation d’un proche.L’ouverture d’un compte au guichet n’a pris que quelques minutes, les explications du conseiller étaient très claires. Je cherchais une banque en ligne qui me permette de gérer facilement mes transactions avec une application et je n’ai pas été déçue avec Ma French Bank. L’application est intuitive et facile d’utilisation. Je regrette juste que plusieurs transactions vers mon compte Ma French Bank aient échoué sans explications. L’avantage de cette banque en ligne est l’absence de frais bancaires lors de retraits ou paiements à l’étranger."
691,Avis Ma French Bank #26,"4,8 sur 5 étoiles",(Évaluation de Louis le 15/11/2021),"Client depuis juillet 2019.Satisfait à 100% et encore plus depuis le lancement du Compte Idéal qui me convient parfaitement avec le cashback, des bons d'achat dans des chouettes enseignes.Je l'utilise tous les jours, je recommande à toutes les personnes qui souhaitent gérer leur argent facilement et qui voyagent à l'étranger !"
692,Avis Ma French Bank #25,"1,0 sur 5 étoiles",(Évaluation de Anonyme le 12/11/2021),"Mon compte a été bloqué pour une raison que je ne connais pas. J'appelle le service client, personne ne m'a apporté de réponses. Ils ne savent pas pourquoi le compte a été bloqué, à chaque fois ils disent qu'un reponsable va me contacter.Ça fait un mois que je suis sans sous."
693,Avis Ma French Bank #24,"1,2 sur 5 étoiles",(Évaluation de Trus le 03/11/2021),"Je voulais vous mettre en garde contre MaFrenchBank pour plusieurs raisons :- Ouverture en bureau de poste en septembre, et avec l'offre de 3 mois offerts, mafrenchbank a tout de même prélevé les frais (donc les frais ne m'ont pas été offerts comme promis par la conseillère).- L'ouverture est tout sauf facile. Même avec la conseillère, nous avons passé plus d'une heure et cela sans que le compte soit encore activé.- Le plus important/grave : un mois après l'ouverture, en allant mettre de l'essence à la pompe (loin de chez moi), je m'aperçois que la carte ne marche pas. Or, il y a plus de 900 euros sur mon compte. Je fais 2 essais en vain. Après 2 appels et un quart d'heure d'attente au téléphone, directement depuis leur appli, j'arrive à avoir le service client qui me dit que mon compte est clôturé. Je demande pourquoi et elle me dit qu'ils ne donnent jamais de raisons pour la clôture de compte. Elle me dit de leur envoyer un RIB, ce que je fais immédiatement (heureusement que j'avais une autre banque). 10 Jours après, ils ne m'ont toujours pas transféré mon argent.Cela s'est passé sans préavis. Je viens juste de recevoir, 10 jours plus tard une lettre me notifiant cette clôture et aucune raison qui explique la clôture. J'ai donc plus de 900 € de bloqué, sans aucune raison. Je ne peux plus accéder à mon espace; donc je n'ai pas pu télécharger les relevés bancaires.Dernièrement, malgré le nom anglophone, il n'y a pas du tout de fonction pour voir le compte en anglais ou dans quelqu'autre langue. A éviter donc pour les nouveaux arrivants en France.Conclusion: beaucoup de temps perdu inutilement et de soucis en perspective. A éviter si vous ne voulez pas prendre le risque de vous retrouver bloqué, avec votre argent coincé, sans préavis et sans explication."
694,Avis Ma French Bank #23,"3,8 sur 5 étoiles",(Évaluation de Anonyme le 02/11/2021),"Je trouve que Ma French Bank est un établissement dont les conseillers sont très réactifs et sympathiques. Avec son agrément obtenu de la banque centrale européenne, je la trouve assez fiable et pratique en toutes circonstances. Sa fiabilité est notamment l'un de ses points forts.Je peux vous le recommander pour votre vie quotidienne, car les services offerts sont utiles. Ma French Bank me propose trois types d'assurances, ce qui m'offre de surcroît plusieurs garanties. Les moyens de paiements disponibles sont sécurisés et en cas de perte ou de vol, l'assurance assure les dommages causés. Je bénéficie également d'une assurance sur mesure pour mon téléphone.Ce service exclusivement digital me simplifie réellement la tâche. Grâce à l'application de Ma French Bank, il est facile d'accéder à mon compte et je peux facilement effectuer mes achats et transactions."
695,Avis Ma French Bank #22,"1,8 sur 5 étoiles",(Évaluation de Anonyme le 04/10/2021),"Une carte soit-disant expédiée en 5 jours max. Cela fait maintenant 1mois que je ne peux ni effectuer de virement depuis mon compte, ni recevoir de carte. Mon salaire sera là d’ici demain et je n’aurai absolument aucun moyen pour le récupérer.Je ne sais plus quoi faire; contacter le service client pour avoir toujours la même réponse ! Un service clientèle qui fait remonter le problème mais qui n’apporte aucune solution…"
696,Avis Ma French Bank #21,"1,2 sur 5 étoiles",(Évaluation de Sarah le 02/10/2021),"À la souscription on m’avait dit que c’était une carte qui fonctionne à l’étranger, je partais pour le Canada et que cette carte était idéale pour payer mes achats.Après 2 mois à ma grande surprise sans prévenir, lors d’un passage en caisse avec les courses du mois la carte est refusée. Pourquoi ? Le compte est clôturé d’après le service client. Ceci sans même prévenir, ni proposer un plan B à l’autre bout de l’Atlantique! Je n’avais jamais fait de découvert même pas de 10€.Merci pour ce stress causé! Ce service ne respecte pas ces engagements."
697,Avis Ma French Bank #20,"4,4 sur 5 étoiles",(Évaluation de Sandrine le 01/10/2021),"Je viens de m'inscrire à ma french bank, c´est vrai que c´est très facile de souscrire par internet vu que c´estun conseiller qui me l´a souscrit. Il m´a bien dit que la carte coute 2£ et là je me rends compte qu'ils m´ont prélevé 2£90.Alors je vais laisser pour le moment comme cela et je vais voir ce que cette carte peux m'apporter."
698,Avis Ma French Bank #19,"1,8 sur 5 étoiles",(Évaluation de Anonyme le 24/09/2021),"Cela fait maintenant près de trois ans que je suis cliente chez ma French bank... malgré moi !En effet, j'étais partie à la Banque Postale pour une toute autre opération commerciale. En quelques minutes, je me suis retrouvée (sans le savoir) titulaire d'un compte dans cette banque en ligne. J'ai trouvé cette approche malhonnête. J'ai essayé autant que possible d'annuler cette création de compte mais cela est (encore aujourd'hui) totalement impossible.Le service client est très peu joignable et peu compréhensif. Je reçois des courriers m'indiquant que je leur dois de l'argent alors que je n'ai jamais utilisé ce compte ! Mon expérience au sein de cette banque est catastrophique, je ne recommande absolument pas. Je suis très choquée d'être dans une situation financière que je n'ai jamais demandée."
699,Avis Ma French Bank #18,"4,8 sur 5 étoiles",(Évaluation de Anonyme le 23/09/2021),"Ouverture simple à la poste, rapide et pratique et surtout pas de frais à l étranger !Pour résumer c´est top d´avoir ce compte en ligne, qui complète souvent un autre compte bancaire en agence.Il faut l alimenter par virement ou par CB et il est très facile d´utilisation."
700,Avis Ma French Bank #17,"3,5 sur 5 étoiles",(Évaluation de Anonyme le 20/09/2021),"Mes premiers contacts avec Ma French Bank m'ont rendu très enthousiaste. Leur site internet, tout d'abord, est très bien organisé et on sent tout de suite que l'accent a été mis sur la facilité d'accès et d'utilisation de leur service, particulièrement en ligne. Leurs services, quant à eux, sont basiques et Ma French Bank n'a pas révolutionné ma manière de gérer mes comptes. Il faut saluer cependant la facilité à réaliser toutes les opérations (virements, transferts, et même ouverture de compte) tant qu'on utilise les services informatiques prévus à cet effet et que tout se passe bien.Là où cela se gâte c'est quand on a besoin d'un service client : baladé de répondeur en répondeur pendant des heures, incapable d'avoir au bout du fil un conseiller compétent ou qui puisse au moins m'aiguiller sur la personne capable de me fournir l'information souhaitée, j'ai passé un certain temps avant d'obtenir une information pourtant simple sur les conditions d'ouverture de mon compte. Comme souvent ce service à la clientèle n'est pas à la hauteur et on sent que les pauvres employés manquent de temps, de formation, et ne sont pas assez payés ni formés pour une tâche si ingrate ! Je ne leur tiens pas rigueur de leurs difficultés qui sont manifestement causées par une mauvaise gestion des services.Mais soyez prévenus qu'il vous sera difficile d'obtenir des réponses claires ici !"
701,Avis Ma French Bank #16,"4,0 sur 5 étoiles",(Évaluation de Anonyme le 23/08/2021),"Je n’ai eu aucun regret d’avoir choisi Ma French Bank. Elle propose à chaque fois des produits innovants et pratiques pour la gestion de mes avoirs.C’est la banque mobile qui ne m’a demandé aucun engagement, et me propose une carte visa. En plus, une application est offerte pour me faciliter encore plus la vie. Elle va au-delà de mes attentes et me permet une sérénité dans la gestion de mes économies.Une banque qui me fait gagner de l’argent.Et oui, c’est cette banque qui m’a permis de petites folies. Grâce à elle, je peux faire des économies. Par ailleurs, dès que je fais un retrait ou un paiement via ma carte, j’obtiens un relevé. L’application est à la fois efficace et très intuitive. Je recommande Ma French Bank à ceux qui comme moi souhaitent gérer leur budget à temps réel."
702,Avis Ma French Bank #15,"1,0 sur 5 étoiles",(Évaluation de Anonyme le 17/08/2021),"Mon compte ma french bank a été bloqué du jour au lendemain sans information préalable, j'ai été privé de virement et de mes moyens de paiement.J'appelle le service client et apprend par hasard que mon compte est clôturé, ils ne sont pas tenus de me donner d'explication! j'ai encore 1800 euros sur le compte!Je déconseille vivement. Pas de respect du client qui leur apporte son argent!"
